date,feature_id,feature_name,product_area,device_family,service_tier,customer_segment,active_accounts,sessions,qualified_starts,avg_watch_minutes,conversion_rate,day7_retention_rate,search_success_rate,playback_start_ms,rebuffer_rate,crash_rate,satisfaction_proxy,data_quality_score
2026-04-12,F006,Offline Downloads,Playback,Mobile,SVOD,New trial households,9063,11858,6387,25.4,0.166,0.234,0.7073,554,0.0151,0.0057,73.1,94.6
2026-04-12,F006,Offline Downloads,Playback,Mobile,SVOD,Sports event viewers,7474,12569,8875,29.74,0.2023,0.2336,0.7767,678,0.0122,0.0049,74.4,95.1
2026-04-12,F006,Offline Downloads,Playback,Mobile,SVOD,Kids co-viewing households,6821,9035,5454,30.59,0.1997,0.3241,0.7266,693,0.0209,0.0061,72.5,94.9
2026-04-12,F006,Offline Downloads,Playback,Mobile,SVOD,Ad-supported explorers,8555,17357,7539,23.24,0.1675,0.1643,0.6994,555,0.0183,0.0041,72.0,96.4
2026-04-12,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Returning binge viewers,9947,15867,8353,39.32,0.2794,0.3506,0.7449,1001,0.0127,0.0034,75.4,97.8
2026-04-12,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,New trial households,8579,16910,8147,20.42,0.156,0.2289,0.6944,718,0.0102,0.0034,71.5,94.6
2026-04-12,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Sports event viewers,8456,19340,13484,29.65,0.2388,0.2661,0.7135,1004,0.0103,0.0036,73.0,95.8
2026-04-12,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Kids co-viewing households,8154,13234,8359,25.58,0.1905,0.3195,0.735,738,0.0154,0.0016,72.1,95.6
2026-04-12,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Ad-supported explorers,8856,14067,7690,26.32,0.1519,0.166,0.6894,889,0.018,0.003,69.3,91.7
2026-04-12,F008,Search Intent Rewrite,Search,Web,SVOD,Returning binge viewers,4853,7418,3316,42.88,0.2462,0.3631,0.7698,562,0.0147,0.0059,78.5,94.8
2026-04-12,F008,Search Intent Rewrite,Search,Web,SVOD,New trial households,3811,6685,3323,20.65,0.1869,0.2139,0.8166,637,0.0097,0.0046,73.3,96.7
2026-04-12,F008,Search Intent Rewrite,Search,Web,SVOD,Sports event viewers,4292,10146,5469,34.3,0.2119,0.2675,0.7524,507,0.012,0.0034,77.1,97.5
2026-04-12,F008,Search Intent Rewrite,Search,Web,SVOD,Kids co-viewing households,4927,6294,4034,29.97,0.2009,0.2909,0.7613,543,0.0119,0.0036,75.7,96.7
2026-04-12,F008,Search Intent Rewrite,Search,Web,SVOD,Ad-supported explorers,4259,7973,5319,23.59,0.1494,0.1998,0.7856,648,0.0126,0.003,72.0,96.7
2026-04-12,F009,Household Switcher,Profiles,Connected TV,SVOD,Returning binge viewers,8436,11090,6655,45.14,0.2789,0.3211,0.7664,850,0.0101,0.0023,78.3,97.8
2026-04-12,F009,Household Switcher,Profiles,Connected TV,SVOD,New trial households,8978,21737,13034,22.22,0.1692,0.1959,0.7641,738,0.0139,0.0033,71.2,95.9
2026-04-12,F009,Household Switcher,Profiles,Connected TV,SVOD,Sports event viewers,7944,18988,11181,32.53,0.253,0.2745,0.7934,964,0.0128,0.0037,73.8,97.1
2026-04-12,F009,Household Switcher,Profiles,Connected TV,SVOD,Kids co-viewing households,8171,11359,5453,32.44,0.233,0.3349,0.7762,811,0.0132,0.002,74.4,96.5
2026-04-12,F009,Household Switcher,Profiles,Connected TV,SVOD,Ad-supported explorers,8114,18547,11434,25.09,0.1474,0.1914,0.7702,930,0.0128,0.0017,69.7,97.9
2026-04-12,F010,Watch Party Invite,Social,Mobile,SVOD,Returning binge viewers,3599,5910,3859,38.49,0.2697,0.374,0.7027,654,0.0177,0.006,76.9,96.0
2026-04-12,F010,Watch Party Invite,Social,Mobile,SVOD,New trial households,4316,7933,4036,20.62,0.1658,0.2063,0.7184,643,0.0149,0.005,71.5,95.8
2026-04-12,F010,Watch Party Invite,Social,Mobile,SVOD,Sports event viewers,3599,6065,4159,33.74,0.2447,0.2713,0.7157,733,0.0216,0.0058,73.8,94.7
2026-04-12,F010,Watch Party Invite,Social,Mobile,SVOD,Kids co-viewing households,4486,9696,4888,25.58,0.1768,0.3041,0.7711,686,0.0184,0.0051,71.5,94.7
2026-04-12,F010,Watch Party Invite,Social,Mobile,SVOD,Ad-supported explorers,3675,6131,2972,29.29,0.1583,0.1973,0.7787,769,0.0209,0.0038,70.4,96.8
2026-04-12,F011,New Episode Reminder,Notifications,Mobile,SVOD,Returning binge viewers,6570,15392,10673,36.96,0.2475,0.374,0.7226,553,0.0131,0.0034,77.9,96.5
2026-04-12,F011,New Episode Reminder,Notifications,Mobile,SVOD,New trial households,5969,10785,5056,19.79,0.175,0.1825,0.7099,717,0.0155,0.0039,70.8,96.7
2026-04-12,F011,New Episode Reminder,Notifications,Mobile,SVOD,Sports event viewers,6177,9072,4343,34.97,0.2389,0.2397,0.7893,672,0.0146,0.0063,75.9,97.8
2026-04-12,F011,New Episode Reminder,Notifications,Mobile,SVOD,Kids co-viewing households,4919,7406,3581,27.47,0.2119,0.3004,0.7905,692,0.0157,0.0051,73.4,95.9
2026-04-12,F011,New Episode Reminder,Notifications,Mobile,SVOD,Ad-supported explorers,6525,11758,8368,28.92,0.1905,0.2139,0.7937,724,0.0155,0.0058,72.8,94.5
2026-04-12,F012,FAST Channel Guide,Live,Web,Ad Supported,Returning binge viewers,6456,7625,5328,33.74,0.2403,0.3502,0.7279,692,0.0089,0.0045,76.8,96.9
2026-04-12,F012,FAST Channel Guide,Live,Web,Ad Supported,New trial households,6324,13242,6880,21.16,0.1891,0.2279,0.7292,547,0.0067,0.0022,74.9,95.2
2026-04-12,F012,FAST Channel Guide,Live,Web,Ad Supported,Sports event viewers,9624,21740,10790,31.68,0.2126,0.2746,0.7835,495,0.0075,0.0056,77.7,97.0
2026-04-12,F012,FAST Channel Guide,Live,Web,Ad Supported,Kids co-viewing households,5858,7610,3846,29.09,0.2327,0.2901,0.6912,573,0.0136,0.0037,75.8,98.0
2026-04-12,F012,FAST Channel Guide,Live,Web,Ad Supported,Ad-supported explorers,6907,9701,5910,26.61,0.1439,0.191,0.787,726,0.0118,0.0025,71.9,96.6
2026-04-13,F001,Continue Watching Rail,Home,Connected TV,SVOD,Returning binge viewers,12163,23610,12516,44.24,0.2938,0.3372,0.7043,758,0.0087,0.0035,79.7,97.2
2026-04-13,F001,Continue Watching Rail,Home,Connected TV,SVOD,New trial households,11103,22139,10201,21.01,0.2077,0.2247,0.7401,864,0.0137,0.0014,71.1,97.6
2026-04-13,F001,Continue Watching Rail,Home,Connected TV,SVOD,Sports event viewers,9923,12667,7782,37.67,0.1991,0.2505,0.6946,788,0.0166,0.0022,73.9,96.2
2026-04-13,F001,Continue Watching Rail,Home,Connected TV,SVOD,Kids co-viewing households,11089,21662,15592,32.57,0.2272,0.2843,0.7675,969,0.0136,0.0015,72.8,94.8
2026-04-13,F001,Continue Watching Rail,Home,Connected TV,SVOD,Ad-supported explorers,11640,28345,19913,23.61,0.1718,0.1623,0.7581,1000,0.0138,0.0016,69.3,96.2
2026-04-13,F002,Personalized Top Picks,Home,Connected TV,SVOD,Returning binge viewers,9833,22614,12394,37.83,0.2548,0.333,0.7451,694,0.015,0.0037,76.6,94.7
2026-04-13,F002,Personalized Top Picks,Home,Connected TV,SVOD,New trial households,11397,19625,12898,22.08,0.1901,0.1866,0.7808,948,0.0146,0.0015,69.8,97.0
2026-04-13,F002,Personalized Top Picks,Home,Connected TV,SVOD,Sports event viewers,9728,14840,9032,38.1,0.1996,0.2384,0.6881,774,0.0144,0.0037,74.5,95.3
2026-04-13,F002,Personalized Top Picks,Home,Connected TV,SVOD,Kids co-viewing households,9094,19420,12231,30.07,0.2157,0.3269,0.806,930,0.0177,0.0012,71.5,96.4
2026-04-13,F002,Personalized Top Picks,Home,Connected TV,SVOD,Ad-supported explorers,12137,25150,15638,24.61,0.1589,0.2096,0.7328,972,0.0094,0.0035,70.4,95.7
2026-04-13,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Returning binge viewers,6163,9470,5987,34.19,0.2795,0.3322,0.7292,754,0.0184,0.0063,75.4,97.0
2026-04-13,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,New trial households,6319,10852,6834,20.03,0.1673,0.2233,0.8044,729,0.0188,0.0057,69.8,95.0
2026-04-13,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Sports event viewers,6679,14112,6389,32.58,0.1998,0.2377,0.7935,550,0.0188,0.0053,74.5,95.2
2026-04-13,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Kids co-viewing households,6658,14054,6383,28.94,0.2112,0.3173,0.7151,561,0.0152,0.0031,74.9,96.4
2026-04-13,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Ad-supported explorers,6157,10576,6004,27.78,0.1612,0.1688,0.6911,706,0.0197,0.0062,71.0,97.5
2026-04-13,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Returning binge viewers,9060,20144,8979,42.58,0.285,0.3429,0.802,727,0.0128,0.0048,78.5,97.2
2026-04-13,F004,Sports Live Hub,Live,Connected TV,Ad Supported,New trial households,8548,18083,11297,22.8,0.1823,0.191,0.7423,773,0.0141,0.0019,71.4,95.5
2026-04-13,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Sports event viewers,11217,17941,12452,32.03,0.2275,0.2288,0.7608,963,0.01,0.0012,73.5,96.8
2026-04-13,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Kids co-viewing households,10114,15288,9618,27.66,0.2034,0.3115,0.7811,964,0.0158,0.0026,70.8,97.4
2026-04-13,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Ad-supported explorers,9965,22036,10250,24.32,0.1701,0.2001,0.7511,789,0.0168,0.0028,70.6,98.0
2026-04-13,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Returning binge viewers,3818,7952,4261,35.43,0.2576,0.3403,0.7554,582,0.0109,0.0024,78.1,96.2
2026-04-13,F005,Kids Profile Gate,Profiles,Tablet,SVOD,New trial households,4267,8863,6092,21.1,0.2146,0.2206,0.7897,811,0.0106,0.0049,72.4,96.0
2026-04-13,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Sports event viewers,4528,10939,6505,36.44,0.2504,0.2244,0.7215,773,0.0104,0.0052,76.6,96.1
2026-04-13,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Kids co-viewing households,4311,6745,4600,32.48,0.2004,0.3058,0.7513,755,0.0165,0.005,73.2,98.0
2026-04-13,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Ad-supported explorers,3821,8212,4853,26.47,0.1513,0.2128,0.7204,751,0.0164,0.0057,70.9,94.8
2026-04-13,F006,Offline Downloads,Playback,Mobile,SVOD,Returning binge viewers,6370,7920,3700,41.41,0.2858,0.3562,0.6911,767,0.0195,0.0034,76.5,97.9
2026-04-13,F006,Offline Downloads,Playback,Mobile,SVOD,New trial households,6724,15992,11507,19.57,0.1637,0.1848,0.7197,778,0.0146,0.007,70.1,95.4
2026-04-13,F006,Offline Downloads,Playback,Mobile,SVOD,Sports event viewers,5657,8882,6297,28.42,0.2063,0.2434,0.8003,650,0.0144,0.006,74.1,94.6
2026-04-13,F006,Offline Downloads,Playback,Mobile,SVOD,Kids co-viewing households,5497,12311,5428,32.83,0.2298,0.2971,0.8023,764,0.0147,0.0048,74.5,97.1
2026-04-13,F006,Offline Downloads,Playback,Mobile,SVOD,Ad-supported explorers,5843,8059,4988,23.96,0.1397,0.2016,0.7651,731,0.0152,0.0058,70.5,97.5
2026-04-13,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Returning binge viewers,6374,12450,5973,41.41,0.2517,0.3255,0.8059,931,0.0168,0.0034,74.7,95.7
2026-04-13,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,New trial households,6861,9232,3943,19.16,0.1742,0.1895,0.7479,992,0.0139,0.0017,68.6,98.2
2026-04-13,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Sports event viewers,7259,11484,6060,32.05,0.2137,0.2376,0.738,868,0.0154,0.0043,72.8,95.4
2026-04-13,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Kids co-viewing households,6124,8853,4688,31.96,0.1935,0.3033,0.7201,961,0.0133,0.004,71.9,96.2
2026-04-13,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Ad-supported explorers,7644,12211,5749,22.79,0.1542,0.1927,0.7651,815,0.011,0.0025,70.9,90.7
2026-04-13,F008,Search Intent Rewrite,Search,Web,SVOD,Returning binge viewers,3054,7323,3277,36.87,0.2713,0.3204,0.7722,594,0.0135,0.005,78.1,96.9
2026-04-13,F008,Search Intent Rewrite,Search,Web,SVOD,New trial households,3606,5038,2793,22.07,0.1822,0.2256,0.762,528,0.0159,0.0034,73.0,97.1
2026-04-13,F008,Search Intent Rewrite,Search,Web,SVOD,Sports event viewers,3979,9675,4351,36.68,0.2436,0.2577,0.7812,557,0.0153,0.0035,77.2,97.6
2026-04-13,F008,Search Intent Rewrite,Search,Web,SVOD,Kids co-viewing households,3215,6933,4969,32.13,0.1872,0.3034,0.7923,615,0.013,0.0028,74.8,94.8
2026-04-13,F008,Search Intent Rewrite,Search,Web,SVOD,Ad-supported explorers,3892,5872,3448,27.03,0.1904,0.208,0.7431,501,0.0136,0.0031,74.9,95.9
2026-04-13,F009,Household Switcher,Profiles,Connected TV,SVOD,Returning binge viewers,6734,12780,7943,33.76,0.2932,0.334,0.7977,991,0.0123,0.0011,75.0,97.0
2026-04-13,F009,Household Switcher,Profiles,Connected TV,SVOD,New trial households,6041,8338,5234,24.92,0.1998,0.1944,0.7657,893,0.0159,0.0023,70.8,97.1
2026-04-13,F009,Household Switcher,Profiles,Connected TV,SVOD,Sports event viewers,6485,13478,9521,36.24,0.2123,0.2389,0.7563,761,0.0118,0.0015,75.3,95.6
2026-04-13,F009,Household Switcher,Profiles,Connected TV,SVOD,Kids co-viewing households,6864,16469,9043,28.35,0.2123,0.3346,0.7341,753,0.0109,0.0013,74.1,96.3
2026-04-13,F009,Household Switcher,Profiles,Connected TV,SVOD,Ad-supported explorers,7364,17895,12747,24.35,0.165,0.1916,0.702,965,0.0122,0.0031,69.9,97.1
2026-04-13,F010,Watch Party Invite,Social,Mobile,SVOD,Returning binge viewers,3805,9081,4634,34.08,0.2383,0.3433,0.7384,598,0.0188,0.0063,75.5,95.0
2026-04-13,F010,Watch Party Invite,Social,Mobile,SVOD,New trial households,3216,5954,3246,21.42,0.1612,0.1825,0.7554,559,0.022,0.0042,70.7,97.0
2026-04-13,F010,Watch Party Invite,Social,Mobile,SVOD,Sports event viewers,2979,3521,2438,35.83,0.2259,0.2725,0.6913,547,0.0216,0.0066,75.3,97.8
2026-04-13,F010,Watch Party Invite,Social,Mobile,SVOD,Kids co-viewing households,3803,9064,4400,29.34,0.2096,0.3131,0.7654,618,0.0162,0.0035,74.2,96.1
2026-04-13,F010,Watch Party Invite,Social,Mobile,SVOD,Ad-supported explorers,3110,6190,3063,24.64,0.1559,0.164,0.6926,701,0.0171,0.0052,70.9,95.0
2026-04-13,F011,New Episode Reminder,Notifications,Mobile,SVOD,Returning binge viewers,5223,9614,6286,44.31,0.2467,0.3678,0.7995,707,0.02,0.0045,76.3,96.4
2026-04-13,F011,New Episode Reminder,Notifications,Mobile,SVOD,New trial households,4788,6645,3890,23.45,0.2068,0.1956,0.7193,555,0.0128,0.0058,74.4,98.0
2026-04-13,F011,New Episode Reminder,Notifications,Mobile,SVOD,Sports event viewers,4973,11525,7847,32.39,0.2229,0.2468,0.717,640,0.0165,0.0053,74.9,94.6
2026-04-13,F011,New Episode Reminder,Notifications,Mobile,SVOD,Kids co-viewing households,4030,9854,4292,32.11,0.189,0.2808,0.7044,746,0.0181,0.0035,72.6,97.6
2026-04-13,F011,New Episode Reminder,Notifications,Mobile,SVOD,Ad-supported explorers,5009,8043,5214,24.09,0.1927,0.1971,0.7044,645,0.0146,0.0063,72.9,94.9
2026-04-13,F012,FAST Channel Guide,Live,Web,Ad Supported,Returning binge viewers,4702,11292,5500,45.33,0.2695,0.3631,0.7696,543,0.0106,0.003,80.6,96.2
2026-04-13,F012,FAST Channel Guide,Live,Web,Ad Supported,New trial households,5741,13817,9758,22.49,0.1755,0.2199,0.7351,657,0.008,0.0047,73.5,95.8
2026-04-13,F012,FAST Channel Guide,Live,Web,Ad Supported,Sports event viewers,7042,16489,9213,32.72,0.2508,0.2235,0.8097,640,0.0077,0.0032,77.6,96.0
2026-04-13,F012,FAST Channel Guide,Live,Web,Ad Supported,Kids co-viewing households,5936,7033,4347,28.68,0.1854,0.3298,0.7879,517,0.0081,0.0025,76.1,97.6
2026-04-13,F012,FAST Channel Guide,Live,Web,Ad Supported,Ad-supported explorers,5191,8507,4745,28.97,0.1367,0.1754,0.7808,515,0.0125,0.0028,73.8,95.5
2026-04-14,F001,Continue Watching Rail,Home,Connected TV,SVOD,Returning binge viewers,9608,14111,7036,35.3,0.263,0.3445,0.683,921,0.0164,0.0026,74.1,94.6
2026-04-14,F001,Continue Watching Rail,Home,Connected TV,SVOD,New trial households,10679,15561,10524,22.23,0.2005,0.198,0.6835,794,0.0118,0.0019,72.1,95.4
2026-04-14,F001,Continue Watching Rail,Home,Connected TV,SVOD,Sports event viewers,11967,15700,7121,36.07,0.2052,0.2444,0.7344,947,0.012,0.0019,73.4,96.0
2026-04-14,F001,Continue Watching Rail,Home,Connected TV,SVOD,Kids co-viewing households,9246,14153,9556,33.18,0.1837,0.2941,0.7991,886,0.01,0.0034,73.2,94.6
2026-04-14,F001,Continue Watching Rail,Home,Connected TV,SVOD,Ad-supported explorers,10317,18641,12814,27.07,0.1423,0.1904,0.7672,1004,0.009,0.0045,70.1,98.0
2026-04-14,F002,Personalized Top Picks,Home,Connected TV,SVOD,Returning binge viewers,11845,24725,15495,45.68,0.2587,0.3713,0.7847,704,0.0163,0.0028,77.8,98.0
2026-04-14,F002,Personalized Top Picks,Home,Connected TV,SVOD,New trial households,11487,17529,7731,21.0,0.2007,0.2306,0.7889,848,0.0153,0.0028,70.7,95.4
2026-04-14,F002,Personalized Top Picks,Home,Connected TV,SVOD,Sports event viewers,11548,24786,13147,36.05,0.1962,0.2528,0.8092,1005,0.0081,0.0028,73.5,96.2
2026-04-14,F002,Personalized Top Picks,Home,Connected TV,SVOD,Kids co-viewing households,9567,20494,10260,33.21,0.2088,0.3,0.7096,977,0.0089,0.002,73.4,96.3
2026-04-14,F002,Personalized Top Picks,Home,Connected TV,SVOD,Ad-supported explorers,10549,24201,12204,25.49,0.1814,0.2075,0.694,935,0.0094,0.0028,71.5,95.2
2026-04-14,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Returning binge viewers,6185,8942,4520,36.2,0.2907,0.3701,0.7355,727,0.0192,0.0068,76.1,95.7
2026-04-14,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,New trial households,6616,10466,6717,24.26,0.1645,0.1807,0.7932,658,0.013,0.0055,72.4,96.5
2026-04-14,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Sports event viewers,6136,8858,3874,34.8,0.2145,0.2342,0.7315,549,0.0142,0.0068,76.4,96.2
2026-04-14,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Kids co-viewing households,6724,9374,4414,25.45,0.1883,0.3265,0.7522,620,0.0173,0.005,72.6,97.2
2026-04-14,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Ad-supported explorers,5658,9366,4185,27.17,0.1467,0.2132,0.7777,589,0.0177,0.0069,72.0,96.0
2026-04-14,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Returning binge viewers,8335,11751,5768,40.86,0.2857,0.3207,0.6985,950,0.0147,0.0038,75.9,94.7
2026-04-14,F004,Sports Live Hub,Live,Connected TV,Ad Supported,New trial households,8882,21636,10591,22.53,0.1584,0.2321,0.7087,904,0.0165,0.0014,69.0,97.0
2026-04-14,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Sports event viewers,11195,14340,9019,28.33,0.2156,0.27,0.6896,712,0.0166,0.0045,73.3,97.9
2026-04-14,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Kids co-viewing households,9864,15839,9398,31.34,0.2136,0.3257,0.6888,694,0.0133,0.001,74.7,95.5
2026-04-14,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Ad-supported explorers,9503,12576,7262,27.01,0.1635,0.1734,0.7896,935,0.0109,0.0022,70.9,95.1
2026-04-14,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Returning binge viewers,3821,7215,5008,34.73,0.2454,0.3698,0.7624,823,0.0128,0.0054,75.2,96.2
2026-04-14,F005,Kids Profile Gate,Profiles,Tablet,SVOD,New trial households,3648,8372,5312,20.59,0.2113,0.1995,0.7082,647,0.0139,0.0032,72.9,96.2
2026-04-14,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Sports event viewers,3553,4388,3018,32.14,0.2509,0.2219,0.7174,686,0.0198,0.0047,74.5,94.6
2026-04-14,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Kids co-viewing households,3711,7294,4032,27.87,0.2007,0.3333,0.7652,746,0.0139,0.0055,73.1,97.0
2026-04-14,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Ad-supported explorers,4272,6932,4238,22.03,0.1554,0.1763,0.7814,813,0.0166,0.0036,69.6,95.9
2026-04-14,F006,Offline Downloads,Playback,Mobile,SVOD,Returning binge viewers,5743,8110,5237,44.52,0.2826,0.3742,0.769,589,0.0216,0.0042,78.0,97.4
2026-04-14,F006,Offline Downloads,Playback,Mobile,SVOD,New trial households,6301,7470,4901,21.08,0.1731,0.2309,0.7878,640,0.0207,0.0039,70.5,95.6
2026-04-14,F006,Offline Downloads,Playback,Mobile,SVOD,Sports event viewers,5525,9732,5789,33.61,0.2461,0.2345,0.7662,555,0.0166,0.0068,76.5,96.5
2026-04-14,F006,Offline Downloads,Playback,Mobile,SVOD,Kids co-viewing households,6604,16058,8712,29.61,0.1797,0.289,0.6943,673,0.0188,0.0044,72.4,96.3
2026-04-14,F006,Offline Downloads,Playback,Mobile,SVOD,Ad-supported explorers,5733,13052,6781,30.04,0.1543,0.1758,0.6888,599,0.0143,0.0045,73.4,94.6
2026-04-14,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Returning binge viewers,6037,11852,7364,40.59,0.2571,0.3722,0.732,761,0.0108,0.004,77.5,95.8
2026-04-14,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,New trial households,6493,9611,5685,19.75,0.2057,0.2201,0.6806,894,0.0132,0.0028,70.6,95.7
2026-04-14,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Sports event viewers,6687,14057,9949,32.48,0.2344,0.2367,0.7743,792,0.0166,0.004,73.9,98.2
2026-04-14,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Kids co-viewing households,6282,8895,3831,32.56,0.2291,0.3008,0.7046,725,0.0102,0.0042,75.7,96.6
2026-04-14,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Ad-supported explorers,7439,12265,8721,25.4,0.1654,0.2,0.7828,691,0.0154,0.0045,71.8,91.5
2026-04-14,F008,Search Intent Rewrite,Search,Web,SVOD,Returning binge viewers,3163,7301,5149,34.79,0.2858,0.3358,0.7845,682,0.0097,0.0032,78.2,97.3
2026-04-14,F008,Search Intent Rewrite,Search,Web,SVOD,New trial households,3806,5957,3749,23.22,0.1568,0.2072,0.8874,579,0.0124,0.0058,72.8,94.9
2026-04-14,F008,Search Intent Rewrite,Search,Web,SVOD,Sports event viewers,3707,8814,4861,33.76,0.2306,0.2383,0.8444,715,0.0138,0.0035,75.3,94.8
2026-04-14,F008,Search Intent Rewrite,Search,Web,SVOD,Kids co-viewing households,3728,5205,3248,25.9,0.1944,0.3315,0.8782,601,0.0158,0.0045,73.4,95.5
2026-04-14,F008,Search Intent Rewrite,Search,Web,SVOD,Ad-supported explorers,3598,8301,3875,27.7,0.1921,0.1626,0.8491,693,0.0151,0.0042,73.0,95.1
2026-04-14,F009,Household Switcher,Profiles,Connected TV,SVOD,Returning binge viewers,6419,12826,7194,44.05,0.2647,0.3254,0.7519,899,0.0094,0.0026,77.5,98.2
2026-04-14,F009,Household Switcher,Profiles,Connected TV,SVOD,New trial households,6758,14416,9178,25.01,0.1684,0.2079,0.7961,690,0.0082,0.0048,73.4,97.7
2026-04-14,F009,Household Switcher,Profiles,Connected TV,SVOD,Sports event viewers,7345,13050,7900,29.89,0.2172,0.2545,0.6815,875,0.0124,0.0019,73.1,96.6
2026-04-14,F009,Household Switcher,Profiles,Connected TV,SVOD,Kids co-viewing households,6288,15348,7108,30.59,0.1826,0.2939,0.696,905,0.0089,0.0015,72.8,94.9
2026-04-14,F009,Household Switcher,Profiles,Connected TV,SVOD,Ad-supported explorers,5621,12660,8434,23.62,0.1698,0.1883,0.7583,938,0.0149,0.0032,69.6,95.0
2026-04-14,F010,Watch Party Invite,Social,Mobile,SVOD,Returning binge viewers,2950,6320,3412,40.42,0.2427,0.344,0.6942,695,0.0193,0.006,75.8,95.2
2026-04-14,F010,Watch Party Invite,Social,Mobile,SVOD,New trial households,3502,5272,3313,20.63,0.1556,0.2147,0.7738,617,0.0184,0.0059,70.7,95.4
2026-04-14,F010,Watch Party Invite,Social,Mobile,SVOD,Sports event viewers,3574,4230,1857,37.83,0.2192,0.2207,0.792,635,0.0189,0.005,75.3,97.5
2026-04-14,F010,Watch Party Invite,Social,Mobile,SVOD,Kids co-viewing households,2961,6514,3458,30.15,0.1758,0.3,0.7205,612,0.0166,0.0039,73.4,96.9
2026-04-14,F010,Watch Party Invite,Social,Mobile,SVOD,Ad-supported explorers,3772,7398,3780,25.77,0.1373,0.1654,0.7205,592,0.0218,0.0052,70.5,94.6
2026-04-14,F011,New Episode Reminder,Notifications,Mobile,SVOD,Returning binge viewers,5048,6709,3725,38.33,0.277,0.3329,0.743,647,0.014,0.0059,78.0,96.2
2026-04-14,F011,New Episode Reminder,Notifications,Mobile,SVOD,New trial households,5184,10378,4551,20.8,0.1725,0.2302,0.7675,712,0.0189,0.0041,70.2,95.7
2026-04-14,F011,New Episode Reminder,Notifications,Mobile,SVOD,Sports event viewers,4187,6048,4236,33.94,0.2256,0.2699,0.7312,615,0.0131,0.0035,76.2,97.6
2026-04-14,F011,New Episode Reminder,Notifications,Mobile,SVOD,Kids co-viewing households,4658,9137,4690,24.1,0.1802,0.2942,0.6999,682,0.0164,0.0059,71.9,97.1
2026-04-14,F011,New Episode Reminder,Notifications,Mobile,SVOD,Ad-supported explorers,4805,10720,5837,24.65,0.1917,0.1683,0.7815,575,0.0171,0.0062,73.0,95.5
2026-04-14,F012,FAST Channel Guide,Live,Web,Ad Supported,Returning binge viewers,4755,11207,6016,35.32,0.2848,0.361,0.7167,636,0.0075,0.0029,79.1,95.7
2026-04-14,F012,FAST Channel Guide,Live,Web,Ad Supported,New trial households,4866,8576,5676,19.96,0.1597,0.1824,0.777,716,0.0078,0.0051,72.1,96.6
2026-04-14,F012,FAST Channel Guide,Live,Web,Ad Supported,Sports event viewers,8451,20310,10503,28.41,0.225,0.2487,0.7625,550,0.0105,0.0022,76.3,97.8
2026-04-14,F012,FAST Channel Guide,Live,Web,Ad Supported,Kids co-viewing households,5514,6918,4375,26.49,0.1967,0.3073,0.7204,519,0.0071,0.0046,76.2,98.0
2026-04-14,F012,FAST Channel Guide,Live,Web,Ad Supported,Ad-supported explorers,4923,10157,7106,23.2,0.1371,0.1778,0.7184,569,0.0081,0.0053,73.3,96.8
